id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,link,unitPrice,discount,finalPrice,rating,stockCode,stockStatus
49997,Women,Apparel,Innerwear,Briefs,Pink,Winter,2015,Casual,Hanes Women Assorted Pack of Two No Panty Line - Cotton Stretch Bikinis,http://assets.myntassets.com/v1/images/style/properties/Hanes-Women-Pack-of-2-Briefs_529c07a484f07c51a9a7326876d6ea4b_images.jpg,969,17,804.27,3.9,49997USN,In Stock
9187,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Spykar Men Style Essentials Spykar Basic Attire Series 0428 Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/ef39ff01e72b5cde4ebfae26fbbedcb5_images.jpg,2591,35,1684.15,1.4,9187ZJO,In Stock
28991,Women,Apparel,Apparel Set,Kurta Sets,Off White,Summer,2012,Ethnic,Biba Outlet Women Off-White Printed A-Line Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/fe66bfb41e446a14cb89a05e1357dbf4_images.jpg,2633,18,2159.06,1.8,28991VQW,In Stock
54714,Women,Apparel,Apparel Set,Kurta Sets,Charcoal,Summer,2012,Ethnic,Shree Women Charcoal Grey & Sea Green Printed Salwar Suit with Dupatta,http://assets.myntassets.com/v1/images/style/properties/Shree-Women-Charcoal-and-Sea-Green-Salwar-Suit_b53bbe4b25a1a5c61f151b1b9e2c5bf6_images.jpg,1384,24,1051.84,4.5,54714PSB,In Stock
28981,Women,Apparel,Apparel Set,Kurta Sets,Cream,Summer,2012,Ethnic,Biba Outlet Women Cream-Coloured Printed  Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/150d1d89de92fefcc2b7b9f5479384b4_images.jpg,4755,22,3708.9,4,28981FHC,In Stock
49998,Women,Apparel,Innerwear,Briefs,Multi,Winter,2015,Casual,Hanes Women Pack of Two No Panty Line - Cotton Stretch Boyleg Panties,http://assets.myntassets.com/v1/images/style/properties/Hanes-Women-Pack-of-Two-Briefs_081197016b781da75ec13323fc7ae8cd_images.jpg,3585,33,2401.95,1.1,49998GCH,In Stock
42587,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2012,Casual,United Colors of Benetton Men Navy Blue & Yellow Striped Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Men-Navy-Blue-and-Yellow-Striped-T-shirt_34da94888b58754025953c1d798720d6_images.jpg,4317,10,3885.3,2,42587QJJ,In Stock
50026,Women,Apparel,Bottomwear,Leggings,Maroon,Winter,2015,Casual,Hanes Women Maroon ComfortSoft Waistband Cotton Stretch Full Leggings,http://assets.myntassets.com/v1/images/style/properties/59c8b90846529ecad57945a924fa4e30_images.jpg,3104,36,1986.56,1.9,50026FGY,In Stock
50023,Women,Apparel,Bottomwear,Leggings,White,Winter,2015,Casual,Hanes Women White ComfortSoft Waistband Cotton Stretch Full Leggings,http://assets.myntassets.com/v1/images/style/properties/Hanes-Women-White-Leggings_5715073b207460b3fd18cb45ce096b7c_images.jpg,674,33,451.58,2.1,50023QPE,In Stock
56829,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2012,Casual,John Players Men Blue Slim Fit Low-Rise Clean Look Stretchable Jeans,http://assets.myntassets.com/assets/images/56829/2017/8/3/11501757529811-John-Players-Men-Blue-Slim-Fit-Low-Rise-Clean-Look-Stretchable-Jeans-3391501757529643-1.jpg,1282,47,679.46,2,56829SEJ,Out of Stock
50027,Women,Apparel,Bottomwear,Leggings,Brown,Winter,2015,Casual,Hanes Women Brown ComfortSoft Waistband Cotton Stretch Full Leggings,http://assets.myntassets.com/v1/images/style/properties/Hanes-Women-Brown-Leggings_bcfba8fcde0823ea7dcdfc5d46984f3a_images.jpg,2758,6,2592.52,1.3,50027ZQO,In Stock
55824,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2017,Casual,SDL by Sweet Dreams Women White & Purple Printed Night Suit S11-3240,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-White-Pyjama-Set_6f263ea56008460c2d38c3eeaa8c76f6_images.jpg,2247,27,1640.31,2.8,55824RVU,In Stock
28986,Women,Apparel,Apparel Set,Kurta Sets,Orange,Summer,2012,Ethnic,Biba Outlet Women Orange & White Printed Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/c4f669a42a81bd897d3d147288544366_images.jpg,2947,23,2269.19,3.9,28986FAI,Out of Stock
50024,Women,Apparel,Bottomwear,Leggings,Black,Winter,2015,Casual,Hanes Women Black ComfortSoft Waistband Cotton Stretch Full Leggings,http://assets.myntassets.com/v1/images/style/properties/Hanes-Women-Black-Leggings_e0401c539031f4c9c4f60378a8ba8a40_images.jpg,1175,35,763.75,3.4,50024GFY,In Stock
55804,Women,Apparel,Loungewear and Nightwear,Night suits,Multi,Summer,2017,Casual,SDL by Sweet Dreams Women Multicoloured Striped Night Suit S11-3129,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Yellow-Pyjama-Set_367c2f328a8a1dbc508b8009dc8a2755_images.jpg,2006,9,1825.46,3.7,55804WIR,In Stock
9738,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Smart Casual,Indian Terrain Men Navy & White Checked Slim Fit Smart-Casual Shirt,http://assets.myntassets.com/v1/images/style/properties/Indian-Terrain-Men-Hook-Navy-Blue-Shirts_3fb034cb781cbfa3c1c0091ceaeacbf4_images.jpg,389,23,299.53,1.3,9738KXL,In Stock
50025,Women,Apparel,Bottomwear,Leggings,Nude,Winter,2015,Casual,Hanes Women Nude ComfortSoft Waistband Cotton Stretch Full Leggings,http://assets.myntassets.com/v1/images/style/properties/Hanes-Women-Nude-Premium-Leggings_b681bde939b2884d8938bcee14f8f268_images.jpg,2934,38,1819.08,4.8,50025GGO,In Stock
55814,Women,Apparel,Loungewear and Nightwear,Night suits,Purple,Summer,2017,Casual,SDL by Sweet Dreams Women Pink & Purple Printed Night Suit S11-3225,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Maroon---Pink-Pyjama-Set_b924e1d9d85c392b0a05755d56c74cb1_images.jpg,3205,14,2756.3,4.4,55814GPX,Out of Stock
28985,Women,Apparel,Apparel Set,Kurta Sets,White,Summer,2012,Ethnic,Biba Outlet Women White & Green Printed Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/ff3c81df2d314277435a863aaf793d36_images.jpg,4858,29,3449.18,4.2,28985KFZ,In Stock
25601,Women,Apparel,Apparel Set,Kurta Sets,Purple,Fall,2011,Ethnic,Vishudh Women Purple & Green Embriodery Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/6683c184d027788a0c2d336597fe75c5_images.jpg,2099,6,1973.06,4.3,25601NCB,In Stock
11370,Women,Apparel,Topwear,Sweatshirts,Green,Fall,2011,Casual,United Colors Of Benetton Women Light Wintersweat Green Sweatshirts,http://assets.myntassets.com/v1/images/style/properties/fcf2e522a9d6c4ceb074d782f1557460_images.jpg,1467,15,1246.95,4.7,11370CQU,In Stock
55806,Women,Apparel,Loungewear and Nightwear,Night suits,Green,Summer,2017,Casual,SDL by Sweet Dreams Women Green & White Printed Night Suit S11-3134,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Green---White-Pyjama-Set_a7d7e5214409f7d18e8e6ad6adaa8953_images.jpg,1728,35,1123.2,3.2,55806KBJ,In Stock
8432,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,Jealous 21 Women Jealous Frills and florals Purple Top Purple Tops,http://assets.myntassets.com/v1/images/style/properties/cb6083a0f18eb43fc1aca59bfd51c0ba_images.jpg,3402,19,2755.62,1.8,8432ZNZ,Out of Stock
55821,Women,Apparel,Loungewear and Nightwear,Night suits,Grey Melange,Summer,2017,Casual,SDL by Sweet Dreams Women Grey & Black Printed Night Suit S11-3231,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Grey-Melange-Pyjama-Set_f079184cdba677c0866bbf074430d039_images.jpg,3756,13,3267.72,3.5,55821WAS,In Stock
54713,Women,Apparel,Apparel Set,Kurta Sets,Cream,Fall,2012,Ethnic,Shree Women Cream-Coloured & Pink Printed Salwar Suit with Dupatta,http://assets.myntassets.com/v1/images/style/properties/Shree-Women-Cream-and-Pink-Salwar-Suit_4c615ca1256be495fdb6cf6e35b050e8_images.jpg,4090,27,2985.7,4,54713RNG,In Stock
28989,Women,Apparel,Apparel Set,Kurta Sets,Blue,Summer,2012,Ethnic,Biba Outlet Women Blue & Green Printed Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/BIBA-Women-Printed-Blue-and-Green-Kurta-Set_0d1cf61b4a1e3bf4089493d6f85a3f20_images.jpg,846,23,651.42,4,28989QCL,In Stock
53825,Women,Apparel,Apparel Set,Kurta Sets,Teal,Fall,2012,Ethnic,Ayaany Women Teal & Purple Embroidered Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/Ayaany-Women-Teal-Salwar-Suit_17624b4f030913c3e016f7863344ab48_images.jpg,3088,13,2686.56,3.1,53825LYW,In Stock
55822,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2017,Casual,SDL by Sweet Dreams Women White & Pink Printed Night Suit S11-3231,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-White-Pyjama-Set_5c50dc2882f1ccb113d8558d54eb5309_images.jpg,2635,39,1607.35,1.3,55822GNE,Out of Stock
55813,Women,Apparel,Loungewear and Nightwear,Night suits,Cream,Summer,2017,Casual,SDL by Sweet Dreams Women Cream & Grey Printed Night Suit S11-3225,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Cream---Grey-Pyjama-Set_23b526cb7816e79da06b6d7012ee56ef_images.jpg,800,25,600,2.5,55813XWH,In Stock
55805,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017,Casual,SDL by Sweet Dreams Women Pink & Black Printed Night Suit S11-3134,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Pink---Black-Pyjama-Set_29ef1a45af8f10f5c12737350c74cfc5_images.jpg,2563,13,2229.81,4.7,55805QPD,In Stock
28971,Women,Apparel,Apparel Set,Kurta Sets,Cream,Summer,2012,Ethnic,Biba Women Cream-Coloured Embroidered Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/1454e8c3b00dcd3b40001ef90630752f_images.jpg,2261,32,1537.48,3.3,28971TOU,In Stock
27452,Women,Apparel,Innerwear,Bra,White,Summer,2018,Casual,Jockey Essence White Solid Non-Wired Non-Padded Slim FIt Bra 1615,http://assets.myntassets.com/assets/images/27452/2017/6/23/11498202668043-Jockey-Essence-White-Full-Coverage-Bra-1615-581498202667940-1.jpg,441,50,220.5,3.2,27452NAI,In Stock
28684,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012,Casual,Proline Men Cream-Coloured Sleeveless T-shirt with Printed Detail,http://assets.myntassets.com/v1/images/style/properties/46f393cf629568d89e79574a51fac5e3_images.jpg,2241,11,1994.49,2.1,28684AYW,In Stock
4421,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Wrangler Men's Champion Burnt Out Striper Off White Olive T-shirt,http://assets.myntassets.com/v1/images/style/properties/e50f016f31d9f0d279a3deabcd9792e6_images.jpg,3024,20,2419.2,2.5,4421VHB,Out of Stock
27450,Women,Apparel,Innerwear,Bra,Black,Winter,2017,Casual,Jockey Essence Black Solid Non-Wired Non-Padded Slim Fit Bra 1615,http://assets.myntassets.com/assets/images/27450/2017/6/23/11498202624614-Jockey-Essence-Black-Full-Coverage-Bra-1615-6521498202624510-1.jpg,2812,20,2249.6,4.6,27450WYC,In Stock
25587,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2011,Ethnic,Vishudh Women Black & Purple Printed Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/eb8cca2bd058b7d4cb676ef301d60f73_images.jpg,1563,37,984.69,3.7,25587MBT,Out of Stock
25595,Women,Apparel,Apparel Set,Kurta Sets,Cream,Fall,2011,Ethnic,Vishudh Women Cream-Coloured Printed Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/d49f591916ed6bb17d4a0b942c2c3d73_images.jpg,1678,8,1543.76,4.1,25595TDM,In Stock
25588,Women,Apparel,Apparel Set,Kurta Sets,Green,Fall,2011,Ethnic,Vishudh Women Green & Purple Printed Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/7f95f77f49e19050cfba491f58035d12_images.jpg,2756,8,2535.52,2.8,25588OGW,In Stock
21914,Women,Apparel,Apparel Set,Kurta Sets,Off White,Fall,2011,Ethnic,Biba Women Off-White & Brown Printed Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/849b2843073d24333622aae2512be853_images.jpg,975,43,555.75,3.5,21914LFO,In Stock
50036,Women,Apparel,Innerwear,Bra,Skin,Winter,2015,Casual,Hanes Women Skin Coloured Ultimate Wirefree Bra 83Z9PG449-004-PL,http://assets.myntassets.com/v1/images/style/properties/Hanes-Women-Bra_43d8968c1f7c063c2f30e0b384184a14_images.jpg,4214,44,2359.84,2,50036SFI,In Stock
25592,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2011,Ethnic,Vishudh Women Black & Purple Printed Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/dc9a25d0825796a6e8c54f0621998845_images.jpg,234,21,184.86,3.8,25592ZQL,Out of Stock
55794,Women,Apparel,Loungewear and Nightwear,Night suits,Black,Summer,2017,Casual,SDL by Sweet Dreams Women Grey & Black Printed Night Suit 319171,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Black-Pyjama-Set_0d8473d6210b465180cbc4201e1109dd_images.jpg,3352,41,1977.68,2.7,55794NDF,In Stock
27401,Women,Apparel,Innerwear,Bra,White,Summer,2018,Casual,Jockey White Solid Non-Wired Non-Padded Cross Over Bra 1242-0105,http://assets.myntassets.com/assets/images/27401/2017/6/23/11498202783900-Jockey-Essence-White-Bra-1242-5751498202783769-1.jpg,2155,43,1228.35,2.8,27401IPF,In Stock
6610,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Spykar Men's Stinger Basket Ball Team White Blue Stripes T-shirt,http://assets.myntassets.com/v1/images/style/properties/5e64f7d7273ccbd20f45fd27c20f2d5b_images.jpg,1785,33,1195.95,3.6,6610FBQ,In Stock
11397,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,United Colors of Benetton Men Light WinterSweater Black Sweaters,http://assets.myntassets.com/v1/images/style/properties/a47b8e2f5b131f5eed58dd2af7e1aac9_images.jpg,4143,40,2485.8,4.7,11397FXW,In Stock
55795,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017,Casual,SDL by Sweet Dreams Women Pink & Black Printed Night Suit 319371,http://assets.myntassets.com/v1/images/style/properties/SDL-by-Sweet-Dreams-Women-Pink-Pyjama-Set_a301cf2c3cdf4b7138508467017c9e12_images.jpg,3273,42,1898.34,1.3,55795BGR,In Stock
11356,Women,Apparel,Topwear,Tshirts,Peach,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Peach Peach T-Shirt,http://assets.myntassets.com/v1/images/style/properties/d4585c1e5b5091a29d9034ee700f82a9_images.jpg,1221,43,695.97,4.3,11356FDY,In Stock
27398,Women,Apparel,Innerwear,Bra,Pink,Winter,2015,Casual,Jockey Pink Solid Non-Wired Non-Padded Cross Over Bra 1242-0105,http://assets.myntassets.com/assets/images/27398/2017/6/23/11498202756040-Jockey-Essence-Pink-Bra-1242-4071498202755897-1.jpg,3661,41,2159.99,2.2,27398OMU,In Stock
11388,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011,Casual,United Colors of Benetton Men Light WinterMaroon Maroon Tshirts,http://assets.myntassets.com/v1/images/style/properties/a8d087ff584d319127e96e051440a474_images.jpg,2813,39,1715.93,2.8,11388UEC,In Stock
6607,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Spykar Men's Stinger Basket Ball Team White Red Stripes T-shirt,http://assets.myntassets.com/v1/images/style/properties/4cef8ea919f788118adb93a08d9b3052_images.jpg,4043,11,3598.27,1.1,6607LLM,In Stock
25596,Women,Apparel,Apparel Set,Kurta Sets,Mustard,Fall,2011,Ethnic,Vishudh Women Mustard Yellow & Navy Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/742682e3a5798404f0f9dc34204878d7_images.jpg,1700,31,1173,2.2,25596SRZ,In Stock
25590,Women,Apparel,Apparel Set,Kurta Sets,Beige,Fall,2011,Ethnic,Vishudh Women Beige & Green Printed Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/0020627b250145044f8b75b2277f59ab_images.jpg,4998,32,3398.64,3,25590CKI,In Stock
28988,Women,Apparel,Apparel Set,Kurta Sets,White,Summer,2012,Ethnic,Biba Outlet Women White & Grey Printed Salwar Suit with Dupatta,http://assets.myntassets.com/v1/images/style/properties/416b8b554dc321e152402b54af532e44_images.jpg,361,26,267.14,1.2,28988WGE,In Stock
7026,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Classic Polo Men's Combo Pack of 2 Purple Seaweed Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/9c5109ccedf65953d78d641a2264f1da_images.jpg,4497,18,3687.54,3,7026LKH,Out of Stock
8457,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,Jealous 21 Women jealous Surf Island Forever Pink top Pink Tops,http://assets.myntassets.com/v1/images/style/properties/a70477fa3aa51cf9812bda0c2a457e7a_images.jpg,2181,11,1941.09,4.7,8457GYL,In Stock
7021,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Classic Polo Men's Combo Pack of 2 Dark Blue Army Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/00e75a553fffbc5156e3f3ba48e67d46_images.jpg,1195,41,705.05,1.4,7021WOB,In Stock
4415,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Marvel Comics Men's The Incredible Face Distresse Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/902e75fae7b9911f5dd444490d8cbf07_images.jpg,3542,26,2621.08,4.1,4415ZVZ,In Stock
49996,Women,Apparel,Innerwear,Briefs,Pink,Winter,2015,Casual,Hanes Women Pack of Two No Panty Line - Cotton Stretch Hipsters,http://assets.myntassets.com/v1/images/style/properties/Hanes-Women-Pack-of-2-Briefs_9881812a99e5a7fe68289b682e6a7398_images.jpg,4751,9,4323.41,2.6,49996YWE,In Stock
4087,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Classic Polo Men's White With Purple Navy Maroon Stripe T-shirt,http://assets.myntassets.com/v1/images/style/properties/9752d74a664a3d4fc4be1301eb09dc1a_images.jpg,3998,6,3758.12,3.6,4087MFK,In Stock
27400,Women,Apparel,Innerwear,Bra,Nude,Summer,2018,Casual,Jockey Essence Nude-Coloured Full-Coverage Cross Over Bra 1242,http://assets.myntassets.com/assets/images/27400/2017/5/31/11496212731420-Jockey-Essence-Nude-Coloured-Full-Coverage-Cross-Over-Bra-1242-3961496212731268-1.jpg,1475,31,1017.75,2,27400BJZ,In Stock
6994,Men,Apparel,Topwear,Tshirts,Grey,Spring,2011,Casual,Classic Polo Men's Dark Grey With Black Purple Stripes T-shirt,http://assets.myntassets.com/v1/images/style/properties/3fa86d720d250fbbfc80ff1d936b9eff_images.jpg,1216,25,912,1.6,6994GUL,In Stock
11386,Women,Apparel,Topwear,Sweatshirts,Green,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Green Sweatshirts,http://assets.myntassets.com/v1/images/style/properties/96d9ed4e17eaace9045e674d69ec7f6f_images.jpg,537,42,311.46,1.6,11386KYZ,In Stock
4427,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Wrangler Men's Tradition Hand Stitched Polo Grey Brown T-shirt,http://assets.myntassets.com/v1/images/style/properties/81d619bc6347b632193cde207ecbd068_images.jpg,1078,19,873.18,1.3,4427OSE,In Stock
21915,Women,Apparel,Apparel Set,Kurta Sets,Orange,Fall,2011,Ethnic,Biba Women Orange & Purple Printed Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/48311721ee850d92e93d6f3ac0e99d0a_images.jpg,1276,25,957,1.7,21915HZP,Out of Stock
25598,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2011,Ethnic,Vishudh Women Black & Pink Printed Churidar Kurta with Dupatta,http://assets.myntassets.com/v1/images/style/properties/39a77668fadd41df419e0d236c67fe81_images.jpg,4193,14,3605.98,3.7,25598OTB,Out of Stock
57810,Women,Apparel,Topwear,Tops,Multi,Summer,2012,Casual,United Colors of Benetton Women Multicoloured Printed Tube Top,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Women-Multicoloured-Printed-Tube-Top_48ea70f6209c4c665bd6dbb432408d4c_images.jpg,579,27,422.67,4.5,57810PNW,In Stock
11324,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Smart Casual,United Colors of Benetton Men Black and Brown Checked Trousers,http://assets.myntassets.com/v1/images/style/properties/d842959362660f22f113c15b968fa0cb_images.jpg,692,43,394.44,4.3,11324EYC,In Stock
11357,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Black Sweatshirts,http://assets.myntassets.com/v1/images/style/properties/902c2bacd02c6cf3fd72ffa8dd468b79_images.jpg,2262,9,2058.42,3.7,11357EPR,Out of Stock
11428,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors of Benetton Women  Winter Black Animal Print Top,http://assets.myntassets.com/v1/images/style/properties/8a48bc1503ccb294092126d832e76885_images.jpg,4084,5,3879.8,1.4,11428GDX,In Stock
11385,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Black Sweatshirts,http://assets.myntassets.com/v1/images/style/properties/c843af98fead5393ecf56934e07ca496_images.jpg,264,17,219.12,2.2,11385GPQ,Out of Stock
7745,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,Indigo Nation Men Polo Stripes Two Purple Black White T-shirt,http://assets.myntassets.com/v1/images/style/properties/438c81373774438691900eb9eb8c77c7_images.jpg,2768,25,2076,2.2,7745KPN,In Stock
13584,Men,Apparel,Innerwear,Innerwear Vests,Beige,Summer,2016,Casual,Hanes Men Half Sleeve Crew Pack of 3 Beige Innerwear T-shirts,http://assets.myntassets.com/v1/images/style/properties/781c8a624f1af1276ffbb989d68fccda_images.jpg,2227,30,1558.9,2,13584YFS,Out of Stock
18696,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual,Hanes Men Black Ultimate Duo Dry Cotton Stretch Bikini Briefs,http://assets.myntassets.com/v1/images/style/properties/26cb109d81f58b1d89bd221d7111f4cf_images.jpg,2895,49,1476.45,3.1,18696GKR,In Stock
14515,Men,Apparel,Topwear,Shirts,Pink,Fall,2011,Formal,Mark Taylor Men Grey & White Striped Pink & Grey Accent Shirt,http://assets.myntassets.com/v1/images/style/properties/64cf780b13bf8770d89f48746f1fa8e9_images.jpg,1695,25,1271.25,3.1,14515HIT,Out of Stock
24907,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,United Colors of Benetton Kids Boys Navy Blue Printed T-shirt,http://assets.myntassets.com/v1/images/style/properties/e068be83cc388ec509d8a11310b20a7d_images.jpg,591,22,460.98,2.4,24907BLZ,In Stock
4377,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Mickey Men's Micky Wall Graphitti Playful Grey Violet T-shirt,http://assets.myntassets.com/v1/images/style/properties/550d6d13905fe9a9c1978b12ed8dabea_images.jpg,4714,41,2781.26,2.4,4377ZBF,In Stock
5513,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011,Casual,Probase Men's Crack Print Reign Of Rock & Roll Orange T-shirt,http://assets.myntassets.com/v1/images/style/properties/3183808cba11bba86f615f55f1753092_images.jpg,4674,49,2383.74,4.3,5513GYW,Out of Stock
